id_icpe,nom_original,structure,etablissement,nom_complet,code_insee_commune,nom_commune,epci_siren,epci_nom,coordonnees_lat_lon,geometrie_geojson,id_ligne_export,siret,regime_icpe,categorie_seveso,priorite_nationale,url_fiche_georisques,elevage_bovins,elevage_porcs,elevage_volailles,activite_carriere,activite_eolienne,activite_industrielle,directive_ied,code_naf_division,date_enregistrement,annee_enregistrement
5200600,AUCHAN CARBURANT,AUCHAN CARBURANT,Bouliac,AUCHAN CARBURANT — Bouliac,33065,Bouliac,243300316,Bordeaux Métropole,"44.8144959, -0.523886","{""coordinates"": [-0.523886, 44.8144959], ""type"": ""Point""}",552,37954800100690,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200601,DECONS AQUITAINE,DECONS AQUITAINE,,DECONS AQUITAINE,33065,Bouliac,243300316,Bordeaux Métropole,"44.8179829, -0.5176599","{""coordinates"": [-0.5176599, 44.8179829], ""type"": ""Point""}",553,46910599300023,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200601,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38,2026-03-06T00:00:00+01:00,2026
5200603,CR DISTRIBUTION,CR DISTRIBUTION,,CR DISTRIBUTION,33065,Bouliac,243300316,Bordeaux Métropole,"44.8127289, -0.5264589","{""coordinates"": [-0.5264589, 44.8127289], ""type"": ""Point""}",555,47020214400023,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200603,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,2026-03-07T00:00:00+01:00,2026
5200617,GAMMA ASSISTANCE,GAMMA ASSISTANCE,,GAMMA ASSISTANCE,33073,Braud-et-Saint-Louis,243300811,CC de l'Estuaire,"45.2482709, -0.6253189","{""coordinates"": [-0.6253189, 45.2482709], ""type"": ""Point""}",558,35032229300019,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200617,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200629,VOLVO AQUITAINE,VOLVO AQUITAINE,,VOLVO AQUITAINE,33075,Bruges,243300316,Bordeaux Métropole,"44.8898669, -0.611918","{""coordinates"": [-0.611918, 44.8898669], ""type"": ""Point""}",561,39282058500124,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200629,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200633,GIRONDINE DE PNEUMATIQUE,GIRONDINE DE PNEUMATIQUE,,GIRONDINE DE PNEUMATIQUE,33080,Cadaujac,243301264,CC de Montesquieu,"44.7327789, -0.5195","{""coordinates"": [-0.5195, 44.7327789], ""type"": ""Point""}",562,,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200633,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200641,CEGELEC,CEGELEC,,CEGELEC,33090,Canéjan,243301165,CC Jalle-Eau-Bourde,"44.7777229, -0.6623869","{""coordinates"": [-0.6623869, 44.7777229], ""type"": ""Point""}",566,53790878200072,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200641,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,43,2025-02-10T00:00:00+01:00,2025
3106079,Armurerie de Bordeaux,Armurerie de Bordeaux,,Armurerie de Bordeaux,33063,Bordeaux,243300316,Bordeaux Métropole,"44.8529109, -0.5710859","{""coordinates"": [-0.5710859, 44.8529109], ""type"": ""Point""}",320,83789553100023,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106079,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,2025-02-10T00:00:00+01:00,2025
3106100,Mme LECUYER-Vieux chêne de Fonsablouse,Mme LECUYER-Vieux chêne de Fonsablouse,,Mme LECUYER-Vieux chêne de Fonsablouse,33159,Étauliers,243300811,CC de l'Estuaire,"45.2216679, -0.5841019","{""coordinates"": [-0.5841019, 45.2216679], ""type"": ""Point""}",321,52424733500010,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2026-03-02T00:00:00+01:00,2026
3107053,CRAMPE Thierry,CRAMPE Thierry,,CRAMPE Thierry,33233,Laruscade,243301181,CC Latitude Nord Gironde,"45.1228409, -0.340808","{""coordinates"": [-0.340808, 45.1228409], ""type"": ""Point""}",394,40302727900021,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003107053,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,2026-03-06T00:00:00+01:00,2026
3107199,CEMEX GRANULATS SUD OUEST,CEMEX GRANULATS SUD OUEST,CESTAS,CEMEX GRANULATS SUD OUEST — CESTAS,33122,Cestas,243301165,CC Jalle-Eau-Bourde,"44.7237189, -0.7279599","{""coordinates"": [-0.7279599, 44.7237189], ""type"": ""Point""}",403,89695029200160,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003107199,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,2025-02-10T00:00:00+01:00,2025
3107237,OUVEO AQUITAINE,OUVEO AQUITAINE,,OUVEO AQUITAINE,33447,Saint-Médard-de-Guizières,200070092,CA du Libournais,"45.0138029, -0.065102","{""coordinates"": [-0.065102, 45.0138029], ""type"": ""Point""}",405,40944808100029,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003107237,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,2025-02-10T00:00:00+01:00,2025
5200239,SPARFLEX,SPARFLEX,,SPARFLEX,33001,Abzac,200070092,CA du Libournais,"45.0167279, -0.136697","{""coordinates"": [-0.136697, 45.0167279], ""type"": ""Point""}",409,59575088600011,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200239,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
5200248,BORDEAUX METROPOLE - déchetterie,BORDEAUX METROPOLE,déchetterie — Ambarès-et-Lagrave,BORDEAUX METROPOLE — déchetterie — Ambarès-et-Lagrave,33003,Ambarès-et-Lagrave,243300316,Bordeaux Métropole,"44.9382709, -0.4913929","{""coordinates"": [-0.4913929, 44.9382709], ""type"": ""Point""}",411,84324580400011,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200248,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,49,2026-03-31T00:00:00+02:00,2026
5200251,SANOFI WINTHROP INDUSTRIE,SANOFI WINTHROP INDUSTRIE,,SANOFI WINTHROP INDUSTRIE,33003,Ambarès-et-Lagrave,243300316,Bordeaux Métropole,"44.9251799, -0.4763059","{""coordinates"": [-0.4763059, 44.9251799], ""type"": ""Point""}",413,77566225700101,ENREGISTREMENT,NON_SEVESO,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200251,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,21,2026-01-30T00:00:00+01:00,2026
5200256,EPG,EPG,Ambès — La Gragnodère,EPG — Ambès — La Gragnodère,33004,Ambès,243300316,Bordeaux Métropole,"44.9959429, -0.54717","{""coordinates"": [-0.54717, 44.9959429], ""type"": ""Point""}",414,38016697500025,AUTORISATION,SEUIL_HAUT,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200256,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,52,2026-04-01T00:00:00+02:00,2026
5200257,NOURYON PULP & PERFORMANCE CHEMICALS,NOURYON PULP & PERFORMANCE CHEMICALS,,NOURYON PULP & PERFORMANCE CHEMICALS,33035,Bayon-sur-Gironde,200023794,CC de Blaye,"45.0367959, -0.6003019","{""coordinates"": [-0.6003019, 45.0367959], ""type"": ""Point""}",415,45420088200065,AUTORISATION,SEUIL_HAUT,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200257,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,20,2026-01-24T00:00:00+01:00,2026
5200258,COLAS FRANCE,COLAS FRANCE,Ambès,COLAS FRANCE — Ambès,33004,Ambès,243300316,Bordeaux Métropole,"45.0072189, -0.562635","{""coordinates"": [-0.562635, 45.0072189], ""type"": ""Point""}",416,32933888303413,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200258,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,23,2025-12-03T00:00:00+01:00,2025
3106228,DEMOLITION SERVICE ENVIRONNEMENT,DEMOLITION SERVICE ENVIRONNEMENT,,DEMOLITION SERVICE ENVIRONNEMENT,33431,Saint-Léon,243301215,CC du Créonnais,"44.7666729, -0.2756259","{""coordinates"": [-0.2756259, 44.7666729], ""type"": ""Point""}",327,79157733100030,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106228,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
3106229,SOS-AUTO (SARL),SOS-AUTO (SARL),,SOS-AUTO (SARL),33439,Saint-Mariens,243301181,CC Latitude Nord Gironde,"45.1186239, -0.4133529","{""coordinates"": [-0.4133529, 45.1186239], ""type"": ""Point""}",328,44337866600012,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106229,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-08-31T00:00:00+02:00,2025
3106237,ARMURERIE GENERALE,ARMURERIE GENERALE,,ARMURERIE GENERALE,33529,La Teste-de-Buch,243300563,CA Bassin d'Arcachon Sud (COBAS),"44.5553709, -1.175705","{""coordinates"": [-1.175705, 44.5553709], ""type"": ""Point""}",329,55212022243518,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106237,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,2025-02-10T00:00:00+01:00,2025
3106377,LAFON SAS,LAFON SAS,,LAFON SAS,33032,Bassens,243300316,Bordeaux Métropole,"44.9051909, -0.524068","{""coordinates"": [-0.524068, 44.9051909], ""type"": ""Point""}",338,78178218000033,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106377,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,2025-02-10T00:00:00+01:00,2025
3106585,SOBA BENNES DU SUD OUEST,SOBA BENNES DU SUD OUEST,,SOBA BENNES DU SUD OUEST,33138,Coutras,200070092,CA du Libournais,"45.0363629, -0.097092","{""coordinates"": [-0.097092, 45.0363629], ""type"": ""Point""}",349,82122883000013,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106585,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2026-03-13T00:00:00+01:00,2026
3106617,CAISSERIE DU BAZADAIS,CAISSERIE DU BAZADAIS,,CAISSERIE DU BAZADAIS,33507,Sauviac,200043982,CC du Bazadais,"44.3825769, -0.187343","{""coordinates"": [-0.187343, 44.3825769], ""type"": ""Point""}",354,38044860500010,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106617,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,2025-02-10T00:00:00+01:00,2025
3106628,LAMOUROUX Gilbert,LAMOUROUX Gilbert,,LAMOUROUX Gilbert,33379,Saint-Brice,200069599,CC Rurales de l'Entre-Deux-Mers,"44.6896959, -0.139141","{""coordinates"": [-0.139141, 44.6896959], ""type"": ""Point""}",355,,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106628,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
3106649,Colas France (ex CMGO CARRIERES MATERIAUX GRAND OUEST),Colas France (ex CMGO CARRIERES MATERIAUX GRAND OUEST),,Colas France (ex CMGO CARRIERES MATERIAUX GRAND OUEST),33227,Langon,200043974,CC du Sud Gironde,"44.5368819, -0.2407629","{""coordinates"": [-0.2407629, 44.5368819], ""type"": ""Point""}",358,53743318700375,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106649,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,2025-02-10T00:00:00+01:00,2025
3106665,EQUIBIO PAYS DE BUCH (cap vert énergie),EQUIBIO PAYS DE BUCH (cap vert énergie),,EQUIBIO PAYS DE BUCH (cap vert énergie),33284,Mios,243301504,CA du Bassin d'Arcachon Nord (COBAN),"44.6169669, -0.8963019","{""coordinates"": [-0.8963019, 44.6169669], ""type"": ""Point""}",363,,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106665,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-10-12T00:00:00+02:00,2025
3106682,CHANTAL Didier (ATDG et CCMB),CHANTAL Didier (ATDG et CCMB),,CHANTAL Didier (ATDG et CCMB),33483,Saint-Sulpice-et-Cameyrac,243301249,CC Les Rives de la Laurence,"44.8912829, -0.3631739","{""coordinates"": [-0.3631739, 44.8912829], ""type"": ""Point""}",365,53458285300014,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106682,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,2025-07-17T00:00:00+02:00,2025
3106707,MTS ( MONTUSSAN Transports Services),MTS ( MONTUSSAN Transports Services),,MTS ( MONTUSSAN Transports Services),33032,Bassens,243300316,Bordeaux Métropole,"44.9051909, -0.524068","{""coordinates"": [-0.524068, 44.9051909], ""type"": ""Point""}",367,39982769000039,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106707,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
3106726,CMC BOUILLEAU SARL,CMC BOUILLEAU SARL,,CMC BOUILLEAU SARL,33348,Queyrac,200070720,CC Médoc Atlantique,"45.3602909, -0.992345","{""coordinates"": [-0.992345, 45.3602909], ""type"": ""Point""}",370,49366537600015,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106726,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
3106770,PENAUD Mickael et Nicky,PENAUD Mickael et Nicky,,PENAUD Mickael et Nicky,33122,Cestas,243301165,CC Jalle-Eau-Bourde,"44.7671309, -0.7162889","{""coordinates"": [-0.7162889, 44.7671309], ""type"": ""Point""}",373,80343684900019,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106770,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,2025-02-10T00:00:00+01:00,2025
3106778,AGLD - site Libourne,AGLD,site Libourne,AGLD — site Libourne,33243,Libourne,200070092,CA du Libournais,"44.9173649, -0.2372249","{""coordinates"": [-0.2372249, 44.9173649], ""type"": ""Point""}",376,49803969200013,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-07-16T00:00:00+02:00,2025
3106795,KOBA GLOBAL SERVICES,KOBA GLOBAL SERVICES,,KOBA GLOBAL SERVICES,33090,Canéjan,243301165,CC Jalle-Eau-Bourde,"44.7575549, -0.6546599","{""coordinates"": [-0.6546599, 44.7575549], ""type"": ""Point""}",380,41752507800131,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106795,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
3106862,SEPUR (TRIGIRONDE),SEPUR (TRIGIRONDE),,SEPUR (TRIGIRONDE),33393,Saint-Denis-de-Pile,200070092,CA du Libournais,"44.9983989, -0.157413","{""coordinates"": [-0.157413, 44.9983989], ""type"": ""Point""}",382,35005058900240,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106862,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38,2025-08-12T00:00:00+02:00,2025
3106917,CHASSE EXTREME,CHASSE EXTREME,,CHASSE EXTREME,33090,Canéjan,243301165,CC Jalle-Eau-Bourde,"44.7575549, -0.6546599","{""coordinates"": [-0.6546599, 44.7575549], ""type"": ""Point""}",385,79836083000037,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106917,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
3103650,STB ORENSANZ,STB ORENSANZ,,STB ORENSANZ,33199,Gujan-Mestras,243300563,CA Bassin d'Arcachon Sud (COBAS),"44.6017959, -1.0729379","{""coordinates"": [-1.0729379, 44.6017959], ""type"": ""Point""}",169,51322375000029,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103650,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38,2025-02-10T00:00:00+01:00,2025
3103670,SCEA JEAN BAPTISTE BRUNOT ET FILS,SCEA JEAN BAPTISTE BRUNOT ET FILS,,SCEA JEAN BAPTISTE BRUNOT ET FILS,33252,Loupes,243301215,CC du Créonnais,"44.8100569, -0.390832","{""coordinates"": [-0.390832, 44.8100569], ""type"": ""Point""}",170,32978991100024,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103670,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2025-02-10T00:00:00+01:00,2025
3103671,SARL,SARL,Pessac,SARL — Pessac,33318,Pessac,243300316,Bordeaux Métropole,"44.7921769, -0.6730749","{""coordinates"": [-0.6730749, 44.7921769], ""type"": ""Point""}",171,48182726900046,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103671,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
3103725,Eric CAILLAUD,Eric CAILLAUD,,Eric CAILLAUD,33548,Villegouge,243301397,CC du Fronsadais,"44.9704349, -0.311458","{""coordinates"": [-0.311458, 44.9704349], ""type"": ""Point""}",175,,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103725,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
3103756,MAIRIE-PRIGNAC ET MARCAMPS,MAIRIE-PRIGNAC ET MARCAMPS,,MAIRIE-PRIGNAC ET MARCAMPS,33339,Prignac-et-Marcamps,243301223,CC du Grand Cubzaguais,"45.0324179, -0.493035","{""coordinates"": [-0.493035, 45.0324179], ""type"": ""Point""}",181,21330339900017,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103756,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,68,2025-06-04T00:00:00+02:00,2025
3103781,A.M.F. QUALITE SECURITE ENVIRONNEMENT (ex LOGISUN),A.M.F. QUALITE SECURITE ENVIRONNEMENT (ex LOGISUN),,A.M.F. QUALITE SECURITE ENVIRONNEMENT (ex LOGISUN),33164,Fargues,200043974,CC du Sud Gironde,"44.5343119, -0.2734919","{""coordinates"": [-0.2734919, 44.5343119], ""type"": ""Point""}",182,44846491700047,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103781,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,71,2025-02-10T00:00:00+01:00,2025
3103876,DANGLADE MARIE ANTOINETTE,DANGLADE MARIE ANTOINETTE,,DANGLADE MARIE ANTOINETTE,33414,Saint-Germain-de-la-Rivière,243301397,CC du Fronsadais,"44.9520999, -0.3188899","{""coordinates"": [-0.3188899, 44.9520999], ""type"": ""Point""}",185,38903683100011,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103876,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2025-02-10T00:00:00+01:00,2025
3103885,DUBOIS JEAN JACQUES,DUBOIS JEAN JACQUES,,DUBOIS JEAN JACQUES,33451,Saint-Michel-de-Fronsac,243301397,CC du Fronsadais,"44.9247059, -0.304368","{""coordinates"": [-0.304368, 44.9247059], ""type"": ""Point""}",191,38952629400027,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103885,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2025-02-10T00:00:00+01:00,2025
3104014,EARL VIGNOBLE LE ROY,EARL VIGNOBLE LE ROY,,EARL VIGNOBLE LE ROY,33298,Moulon,200070092,CA du Libournais,"44.8625079, -0.2235449","{""coordinates"": [-0.2235449, 44.8625079], ""type"": ""Point""}",197,30930723900017,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2025-02-10T00:00:00+01:00,2025
3104018,DECONS AQUITAINE SAS,DECONS AQUITAINE SAS,,DECONS AQUITAINE SAS,33322,Le Pian-Médoc,243301447,CC Médoc Estuaire,"44.9544099, -0.664455","{""coordinates"": [-0.664455, 44.9544099], ""type"": ""Point""}",199,83222246700017,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-06-15T00:00:00+02:00,2025
3104238,PASCAL Guillaume (DAXAP VITI),PASCAL Guillaume (DAXAP VITI),,PASCAL Guillaume (DAXAP VITI),33496,Sallebœuf,243301355,CC les Coteaux Bordelais,"44.8381539, -0.392934","{""coordinates"": [-0.392934, 44.8381539], ""type"": ""Point""}",208,79299283600017,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104238,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025
3104282,CLOS LAMOTHE-Mme ROUANET Sophie,CLOS LAMOTHE-Mme ROUANET Sophie,,CLOS LAMOTHE-Mme ROUANET Sophie,33334,Portets,200069581,CC Convergence Garonne,"44.6927949, -0.415945","{""coordinates"": [-0.415945, 44.6927949], ""type"": ""Point""}",210,32381306300019,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104282,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2025-02-10T00:00:00+01:00,2025
3104368,MONSIEUR PHILIPPE LATTE,MONSIEUR PHILIPPE LATTE,,MONSIEUR PHILIPPE LATTE,33389,Saint-Ciers-sur-Gironde,243300811,CC de l'Estuaire,"45.2994169, -0.6018529","{""coordinates"": [-0.6018529, 45.2994169], ""type"": ""Point""}",212,38162321400016,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104368,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2025-02-10T00:00:00+01:00,2025
3104375,LAHAILLE,LAHAILLE,,LAHAILLE,33056,Blanquefort,243300316,Bordeaux Métropole,"44.9222379, -0.608676","{""coordinates"": [-0.608676, 44.9222379], ""type"": ""Point""}",213,83040596500013,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
3104482,COLAS SUD-OUEST,COLAS SUD-OUEST,,COLAS SUD-OUEST,33382,Saint-Christoly-de-Blaye,200023794,CC de Blaye,"45.1476929, -0.49384","{""coordinates"": [-0.49384, 45.1476929], ""type"": ""Point""}",216,32940521100304,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104482,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-08-15T00:00:00+02:00,2025
3104499,PATRAS PNEU,PATRAS PNEU,,PATRAS PNEU,33075,Bruges,243300316,Bordeaux Métropole,"44.8850619, -0.5983479","{""coordinates"": [-0.5983479, 44.8850619], ""type"": ""Point""}",217,80232613200023,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104499,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,2025-02-10T00:00:00+01:00,2025
3104725,MADAME MARIA GEROMETTA,MADAME MARIA GEROMETTA,,MADAME MARIA GEROMETTA,33235,Lavazan,200043982,CC du Bazadais,"44.3960869, -0.110942","{""coordinates"": [-0.110942, 44.3960869], ""type"": ""Point""}",228,50958518800014,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104725,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
3104726,MADAME RIGOLE ANNIE FRANCE,MADAME RIGOLE ANNIE FRANCE,,MADAME RIGOLE ANNIE FRANCE,33298,Moulon,200070092,CA du Libournais,"44.8625079, -0.2235449","{""coordinates"": [-0.2235449, 44.8625079], ""type"": ""Point""}",229,34288437600019,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104726,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2025-02-10T00:00:00+01:00,2025
3104780,ELEVAGE DNEPR ELITA - Mme LE PRIOL Lyudm,ELEVAGE DNEPR ELITA,Mme LE PRIOL Lyudm,ELEVAGE DNEPR ELITA — Mme LE PRIOL Lyudm,33473,Saint-Savin,243301181,CC Latitude Nord Gironde,"45.1647279, -0.4448499","{""coordinates"": [-0.4448499, 45.1647279], ""type"": ""Point""}",231,81788252500014,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104780,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2026-03-02T00:00:00+01:00,2026
3104791,USEDCARS,USEDCARS,,USEDCARS,33249,Lormont,243300316,Bordeaux Métropole,"44.8778049, -0.516023","{""coordinates"": [-0.516023, 44.8778049], ""type"": ""Point""}",233,48373092500029,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025
3104840,NATURAL DESIGN,NATURAL DESIGN,,NATURAL DESIGN,33039,Bègles,243300316,Bordeaux Métropole,"44.8081599, -0.5442499","{""coordinates"": [-0.5442499, 44.8081599], ""type"": ""Point""}",235,52304671200023,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003104840,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,2025-02-10T00:00:00+01:00,2025
